Date,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
2024-04-01,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-74.0059,-74.0059,-74.0059
2024-04-02,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-74.0059,-74.0059,-74.0059
2024-04-03,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-74.0059,-74.0059,-74.0059
2024-04-04,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-74.0059,-74.0059,-74.0059
2024-04-05,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-74.0059,-74.0059,-74.0059
2024-04-06,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-74.0059,-74.0059,-74.0059
2024-04-07,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-74.0059,-74.0059,-74.0059
2024-04-08,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-74.0059,-74.0059,-74.0059
2024-04-09,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-74.0059,-74.0059,-74.0059
2024-04-10,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-74.0059,-74.0059,-74.0059
2024-04-11,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-74.0059,-74.0059,-74.0059
2024-04-12,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-74.0059,-74.0059,-74.0059
2024-04-13,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-74.0059,-74.0059,-74.0059
2024-04-14,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-74.0059,-74.0059,-74.0059
2024-04-15,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-74.0059,-74.0059,-74.0059
2024-04-16,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-74.0059,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-73.9352,-74.0059,-74.0059,-74.0059
